image_id,breed,split,width,height,area,aspect_ratio,file_size_by,file_size_kb,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,contrast,sharpness,size_category,orientation
Black_Footed_Albatross_0046_18,black_footed_albatross,test,500,335,167500,1.492537313432836,110211,107.6279296875,81.45689392089844,116.08033752441406,145.99859619140625,69.85308837890625,43.65069580078125,47.07617950439453,109.12824249267578,47.21710968017578,2714.113037109375,medium,landscape
Black_Footed_Albatross_0009_34,black_footed_albatross,train,500,336,168000,1.4880952380952381,52938,51.697265625,196.53533935546875,196.54920959472656,208.3210906982422,48.52055740356445,51.041847229003906,51.15956115722656,197.88563537597656,50.20066833496094,1523.3946533203125,medium,landscape
Black_Footed_Albatross_0002_55,black_footed_albatross,test,500,347,173500,1.440922190201729,132473,129.3681640625,119.8388671875,131.5487060546875,144.49493408203125,56.09637451171875,49.67191696166992,54.4905891418457,129.521484375,50.244606018066406,400.2754821777344,medium,landscape
Black_Footed_Albatross_0074_59,black_footed_albatross,train,415,500,207500,0.83,21399,20.8974609375,175.48687744140625,176.04611206054688,182.9291534423828,37.330448150634766,38.44251251220703,40.13283157348633,176.68386840820312,38.210853576660156,475.3974304199219,medium,portrait
Black_Footed_Albatross_0014_89,black_footed_albatross,train,331,380,125780,0.8710526315789474,32503,31.7412109375,224.36746215820312,221.16342163085938,216.4062957763672,47.0321159362793,50.50185775756836,52.54653549194336,221.57167053222656,49.457759857177734,451.25494384765625,medium,portrait
Black_Footed_Albatross_0085_92,black_footed_albatross,test,500,470,235000,1.0638297872340425,139898,136.619140625,115.05921936035156,145.50694274902344,181.95338439941406,59.25988006591797,45.08442306518555,45.53866958618164,140.54800415039062,47.0709114074707,2977.794189453125,medium,landscape
Black_Footed_Albatross_0031_100,black_footed_albatross,train,500,340,170000,1.4705882352941178,70686,69.029296875,104.3877182006836,68.36522674560547,40.020965576171875,55.91227722167969,37.01618957519531,23.177112579345703,75.91654968261719,39.35424041748047,216.5785675048828,medium,landscape
Black_Footed_Albatross_0051_796103,black_footed_albatross,train,500,391,195500,1.278772378516624,104660,102.20703125,161.57373046875,159.732177734375,159.863525390625,48.232994079589844,50.89258575439453,51.14720916748047,160.30099487304688,50.04534912109375,1372.508056640625,medium,landscape
Black_Footed_Albatross_0010_796097,black_footed_albatross,train,500,416,208000,1.2019230769230769,64367,62.8583984375,125.56729888916016,129.6504364013672,133.28941345214844,22.62904930114746,22.766647338867188,23.681251525878906,128.87315368652344,22.75069808959961,70.34284973144531,medium,landscape
Black_Footed_Albatross_0025_796057,black_footed_albatross,test,250,208,52000,1.2019230769230769,56409,55.0869140625,102.66773223876953,102.14834594726562,97.27521514892578,43.95467758178711,44.14496612548828,42.14807891845703,101.74319458007812,43.508636474609375,1295.641357421875,small,landscape
Black_Footed_Albatross_0023_796059,black_footed_albatross,val,350,350,122500,1.0,64564,63.05078125,176.3953399658203,178.4327392578125,177.39804077148438,19.779342651367188,19.92135238647461,20.035686492919922,177.6981201171875,19.72551155090332,256.14874267578125,medium,square
Black_Footed_Albatross_0086_796062,black_footed_albatross,test,420,280,117600,1.5,22141,21.6220703125,121.53408813476562,154.9823455810547,183.80067443847656,83.21826934814453,57.31093978881836,49.53544616699219,148.22666931152344,62.50117874145508,399.0644836425781,medium,landscape
Black_Footed_Albatross_0049_796063,black_footed_albatross,test,307,500,153500,0.614,84250,82.275390625,182.56275939941406,193.9214630126953,200.88946533203125,71.016845703125,64.27996063232422,61.7817497253418,191.3155975341797,65.626708984375,227.85009765625,medium,portrait
Black_Footed_Albatross_0006_796065,black_footed_albatross,test,350,350,122500,1.0,113632,110.96875,165.30210876464844,173.45338439941406,184.66419982910156,36.125213623046875,36.2159538269043,36.33519744873047,172.29220581054688,36.059146881103516,421.7883605957031,medium,square
Black_Footed_Albatross_0040_796066,black_footed_albatross,train,500,379,189500,1.3192612137203166,66671,65.1083984375,56.571571350097656,71.19691467285156,89.89441680908203,24.98825454711914,21.89642906188965,26.04745101928711,68.9380874633789,22.565921783447266,249.83822631835938,medium,landscape
Black_Footed_Albatross_0016_796067,black_footed_albatross,test,500,357,178500,1.4005602240896358,84149,82.1767578125,179.7917022705078,181.95948791503906,183.9983367919922,41.21349334716797,43.00856399536133,46.31731414794922,181.53363037109375,42.7502326965332,481.4562683105469,medium,landscape
Black_Footed_Albatross_0065_796068,black_footed_albatross,test,350,350,122500,1.0,77765,75.9423828125,161.44833374023438,161.9242401123047,162.16392517089844,38.69336700439453,41.023189544677734,44.907188415527344,161.80894470214844,40.72821044921875,1936.853759765625,medium,square
Black_Footed_Albatross_0089_796069,black_footed_albatross,train,500,334,167000,1.4970059880239521,91106,88.970703125,37.73249053955078,89.62528228759766,125.37305450439453,46.32490921020508,30.218515396118164,34.724334716796875,78.16403198242188,32.961177825927734,1123.8797607421875,medium,landscape
Black_Footed_Albatross_0042_796071,black_footed_albatross,test,500,356,178000,1.404494382022472,37654,36.771484375,78.91065979003906,128.13833618164062,167.8429718017578,41.94647979736328,43.481876373291016,49.81357955932617,117.9126968383789,41.961063385009766,1506.915283203125,medium,landscape
Black_Footed_Albatross_0067_170,black_footed_albatross,train,333,500,166500,0.666,100531,98.1748046875,99.54695129394531,112.17111206054688,102.085693359375,63.707672119140625,43.58513259887695,37.17853546142578,107.24247741699219,45.640281677246094,605.9881591796875,medium,portrait
Black_Footed_Albatross_0060_796076,black_footed_albatross,val,320,240,76800,1.3333333333333333,24497,23.9228515625,81.16033935546875,114.1010513305664,149.2941436767578,45.5392951965332,55.229148864746094,72.27245330810547,108.2581787109375,52.789371490478516,1147.369140625,small,landscape
Black_Footed_Albatross_0090_796077,black_footed_albatross,test,216,136,29376,1.588235294117647,29421,28.7314453125,118.707275390625,112.03601837158203,108.38007354736328,36.18536376953125,36.52464294433594,40.51786422729492,113.59963989257812,36.11347198486328,3000.385498046875,small,landscape
Black_Footed_Albatross_0056_796078,black_footed_albatross,train,500,390,195000,1.2820512820512822,34141,33.3408203125,163.02122497558594,167.60116577148438,166.08485412597656,36.534080505371094,35.94205856323242,40.13496398925781,166.07901000976562,36.34003448486328,1355.538330078125,medium,landscape
Black_Footed_Albatross_0061_796082,black_footed_albatross,test,240,187,44880,1.2834224598930482,55601,54.2978515625,78.18694305419922,100.868896484375,117.95033264160156,37.214778900146484,27.885961532592773,33.181915283203125,96.02161407470703,29.079931259155273,1515.6195068359375,small,landscape
Black_Footed_Albatross_0008_796083,black_footed_albatross,test,500,357,178500,1.4005602240896358,7452,7.27734375,137.65664672851562,139.29859924316406,139.85366821289062,29.714136123657227,31.149362564086914,33.05399703979492,138.94583129882812,30.904325485229492,99.85523986816406,medium,landscape
Black_Footed_Albatross_0033_796086,black_footed_albatross,test,500,375,187500,1.3333333333333333,27228,26.58984375,82.83793640136719,102.87982177734375,164.94309997558594,29.382301330566406,27.769609451293945,36.66539001464844,103.98150634765625,26.87279510498047,96.80467987060547,medium,landscape
Black_Footed_Albatross_0024_796089,black_footed_albatross,test,500,414,207000,1.2077294685990339,30399,29.6865234375,211.28224182128906,209.77627563476562,212.24111938476562,56.07041549682617,58.93324661254883,60.36317443847656,210.50579833984375,57.92051696777344,642.7744140625,medium,landscape
Black_Footed_Albatross_0005_796090,black_footed_albatross,test,500,335,167500,1.492537313432836,57431,56.0849609375,148.13475036621094,162.08367919921875,183.6362762451172,42.39785385131836,45.433372497558594,49.31851577758789,160.3600311279297,44.64908981323242,945.3673706054688,medium,landscape
Black_Footed_Albatross_0026_796095,black_footed_albatross,test,500,332,166000,1.5060240963855422,23393,22.8447265625,195.91053771972656,193.99600219726562,196.85549926757812,45.27263259887695,42.968910217285156,40.016117095947266,194.87939453125,43.1671142578125,89.59793090820312,medium,landscape
Black_Footed_Albatross_0080_796096,black_footed_albatross,train,376,322,121072,1.1677018633540373,24507,23.9326171875,140.31832885742188,135.35911560058594,176.57725524902344,62.93339157104492,67.6357192993164,77.4007797241211,141.4474639892578,67.18254852294922,911.4364013671875,medium,landscape
Black_Footed_Albatross_0047_796064,black_footed_albatross,train,500,360,180000,1.3888888888888888,53268,52.01953125,223.93470764160156,224.943603515625,229.76805114746094,51.27389144897461,55.53565216064453,59.69894027709961,225.21902465820312,54.704708099365234,421.72991943359375,medium,landscape
Black_Footed_Albatross_0017_796098,black_footed_albatross,val,500,392,196000,1.2755102040816326,37647,36.7646484375,46.2237548828125,80.58671569824219,109.61260986328125,19.162988662719727,23.275728225708008,32.60103225708008,73.61274719238281,22.24956703186035,315.3492431640625,medium,landscape
Black_Footed_Albatross_0064_796101,black_footed_albatross,test,400,333,133200,1.2012012012012012,21885,21.3720703125,89.16361236572266,106.92554473876953,167.92919921875,17.217533111572266,25.399465560913086,38.15304183959961,108.54519653320312,23.177465438842773,249.41490173339844,medium,landscape
Black_Footed_Albatross_0076_417,black_footed_albatross,test,500,441,220500,1.1337868480725624,166458,162.556640625,134.912841796875,134.08981323242188,133.33839416503906,53.08851623535156,55.11830139160156,57.6037483215332,134.24905395507812,54.63001251220703,2525.9091796875,medium,landscape
Black_Footed_Albatross_0019_796104,black_footed_albatross,train,500,338,169000,1.4792899408284024,51579,50.3701171875,157.28982543945312,164.92686462402344,181.46524047851562,74.47742462158203,69.61962890625,63.23989486694336,164.51231384277344,70.1993408203125,239.38401794433594,medium,landscape
Black_Footed_Albatross_0057_796106,black_footed_albatross,train,500,337,168500,1.4836795252225519,97084,94.80859375,68.28214263916016,87.83358001708984,106.47088623046875,37.348228454589844,32.79280090332031,39.69343566894531,84.0773696899414,33.60549545288086,641.7902221679688,medium,landscape
Black_Footed_Albatross_0041_796108,black_footed_albatross,train,500,500,250000,1.0,131001,127.9306640625,89.70494842529297,131.09872436523438,171.35177612304688,33.5181884765625,33.08247375488281,35.598167419433594,123.28931427001953,32.72748947143555,1796.6051025390625,medium,square
Black_Footed_Albatross_0053_796109,black_footed_albatross,test,455,450,204750,1.011111111111111,82192,80.265625,92.05915832519531,105.47576904296875,125.27660369873047,49.27186965942383,40.861690521240234,50.75881576538086,103.73155212402344,41.72304916381836,329.8563537597656,medium,landscape
Black_Footed_Albatross_0001_796111,black_footed_albatross,test,320,223,71360,1.4349775784753362,9890,9.658203125,163.0718994140625,166.98223876953125,165.7571258544922,26.58601951599121,28.90261459350586,30.836679458618164,165.71681213378906,28.39322853088379,262.75653076171875,small,landscape
Black_Footed_Albatross_0071_796113,black_footed_albatross,train,389,500,194500,0.778,103441,101.0166015625,168.3809051513672,173.09620666503906,169.92532348632812,35.618709564208984,37.9120979309082,40.38904571533203,171.3435516357422,37.429412841796875,1420.5439453125,medium,portrait
Black_Footed_Albatross_0077_796114,black_footed_albatross,val,450,500,225000,0.9,76084,74.30078125,186.84608459472656,186.6757049560547,184.35365295410156,27.675336837768555,33.005462646484375,36.833839416503906,186.3699951171875,31.64211082458496,125.47821807861328,medium,portrait
Black_Footed_Albatross_0032_796115,black_footed_albatross,train,500,383,191500,1.3054830287206267,92198,90.037109375,140.85296630859375,152.91372680664062,164.7860107421875,40.633888244628906,40.138450622558594,40.05485153198242,150.66293334960938,39.84633255004883,282.7370300292969,medium,landscape
Black_Footed_Albatross_0038_212,black_footed_albatross,train,500,332,166000,1.5060240963855422,44999,43.9443359375,69.38343811035156,112.41626739501953,132.6742401123047,33.617225646972656,41.489009857177734,48.5752067565918,101.83453369140625,39.06947326660156,333.54620361328125,medium,landscape
Black_Footed_Albatross_0037_796120,black_footed_albatross,test,448,272,121856,1.6470588235294117,19181,18.7314453125,96.91410064697266,110.16653442382812,130.9058837890625,14.686137199401855,16.984886169433594,20.667037963867188,108.56084442138672,16.295869827270508,113.4455337524414,medium,landscape
Black_Footed_Albatross_0082_796121,black_footed_albatross,test,500,375,187500,1.3333333333333333,77808,75.984375,133.74609375,139.3916015625,149.44371032714844,24.55416488647461,26.674909591674805,29.36398696899414,138.90960693359375,26.31014633178711,421.87322998046875,medium,landscape
Black_Footed_Albatross_0079_796122,black_footed_albatross,val,260,359,93340,0.724233983286908,51675,50.4638671875,162.9159698486328,150.98919677734375,142.91737365722656,51.338233947753906,58.35966491699219,63.194339752197266,153.67543029785156,56.33671569824219,4460.9814453125,small,portrait
Black_Footed_Albatross_0050_796125,black_footed_albatross,test,500,275,137500,1.8181818181818181,57235,55.8935546875,130.18934631347656,130.39450073242188,130.02978515625,35.60947036743164,35.493350982666016,36.36739730834961,130.27685546875,35.60471725463867,358.6181945800781,medium,landscape
Black_Footed_Albatross_0078_796126,black_footed_albatross,test,346,500,173000,0.692,27513,26.8681640625,168.2245635986328,191.0729522705078,213.7975311279297,41.950279235839844,40.641944885253906,36.92058181762695,186.83950805664062,40.542701721191406,343.76318359375,medium,portrait
Black_Footed_Albatross_0036_796127,black_footed_albatross,train,500,375,187500,1.3333333333333333,41773,40.7939453125,167.3832244873047,156.6837921142578,149.221435546875,35.76643371582031,33.683387756347656,34.97865676879883,159.08932495117188,34.409420013427734,316.742431640625,medium,landscape
Black_Footed_Albatross_0045_796129,black_footed_albatross,test,500,332,166000,1.5060240963855422,36579,35.7216796875,137.95376586914062,171.19305419921875,180.70216369628906,46.72904968261719,33.6229362487793,33.374210357666016,162.3169403076172,35.03263854980469,1085.9476318359375,medium,landscape
Black_Footed_Albatross_0039_796132,black_footed_albatross,train,500,500,250000,1.0,121422,118.576171875,72.80270385742188,119.66897583007812,151.49537658691406,42.86357879638672,41.15022277832031,50.20330810546875,109.26897430419922,40.499046325683594,1061.607666015625,medium,square
Black_Footed_Albatross_0088_796133,black_footed_albatross,test,335,400,134000,0.8375,9605,9.3798828125,180.99888610839844,208.2724151611328,215.92164611816406,39.777687072753906,45.57779312133789,47.20301818847656,200.80526733398438,43.976409912109375,178.5851593017578,medium,portrait
Black_Footed_Albatross_0068_796135,black_footed_albatross,train,500,385,192500,1.2987012987012987,81296,79.390625,160.8333282470703,164.429931640625,168.40769958496094,42.0975341796875,43.21437072753906,46.44486618041992,163.89498901367188,43.216468811035156,273.8537292480469,medium,landscape
Black_Footed_Albatross_0003_796136,black_footed_albatross,test,500,375,187500,1.3333333333333333,41369,40.3994140625,185.70147705078125,185.8873748779297,183.15481567382812,48.81510543823242,48.506282806396484,50.408687591552734,185.53700256347656,48.762046813964844,888.264892578125,medium,landscape
Black_Footed_Albatross_0007_796138,black_footed_albatross,val,500,301,150500,1.6611295681063123,22878,22.341796875,152.07113647460938,157.36888122558594,154.8971405029297,30.22905921936035,29.808589935302734,34.385520935058594,155.55287170410156,30.185001373291016,817.9365234375,medium,landscape
Black_Footed_Albatross_0069_796139,black_footed_albatross,train,200,200,40000,1.0,11798,11.521484375,168.3917694091797,166.52835083007812,157.20309448242188,67.74238586425781,71.16724395751953,74.729248046875,166.04469299316406,70.224365234375,2196.50634765625,small,square
Black_Footed_Albatross_0035_796140,black_footed_albatross,test,500,333,166500,1.5015015015015014,41618,40.642578125,103.83783721923828,140.98001098632812,183.9168243408203,32.29289245605469,36.95754623413086,40.656837463378906,134.76683044433594,35.792476654052734,1545.8812255859375,medium,landscape
Black_Footed_Albatross_0063_796141,black_footed_albatross,train,288,192,55296,1.5,33974,33.177734375,157.68017578125,158.43601989746094,161.5660400390625,53.57455825805664,56.498592376708984,60.80195999145508,158.64801025390625,56.09367752075195,653.4754638671875,small,landscape
Black_Footed_Albatross_0058_796074,black_footed_albatross,test,500,334,167000,1.4970059880239521,91555,89.4091796875,55.22734832763672,111.14567565917969,161.6839141845703,45.528533935546875,32.72593688964844,36.778358459472656,100.1697998046875,35.23593521118164,1172.5098876953125,medium,landscape
Black_Footed_Albatross_0081_426,black_footed_albatross,train,500,320,160000,1.5625,77566,75.748046875,186.7302703857422,197.2546844482422,202.3771209716797,45.96615982055664,49.70054626464844,54.401065826416016,194.64100646972656,48.97587203979492,540.0735473632812,medium,landscape
Laysan_Albatross_0002_1027,laysan_albatross,test,500,375,187500,1.3333333333333333,80177,78.2978515625,129.6874542236328,148.05882263183594,158.08114624023438,29.00737190246582,24.657899856567383,24.35536766052246,143.69967651367188,25.645904541015625,750.556884765625,medium,landscape
Laysan_Albatross_0003_1033,laysan_albatross,train,500,375,187500,1.3333333333333333,144614,141.224609375,67.26950073242188,75.6999282836914,69.9000244140625,44.59376525878906,49.162288665771484,54.54861831665039,72.51468658447266,48.09138870239258,1405.1600341796875,medium,landscape
Laysan_Albatross_0082_524,laysan_albatross,test,500,375,187500,1.3333333333333333,220560,215.390625,105.25192260742188,122.21363067626953,45.55868911743164,45.5400505065918,44.81172561645508,55.09178924560547,108.39231872558594,44.101627349853516,6584.9501953125,medium,landscape
Laysan_Albatross_0044_784,laysan_albatross,train,500,271,135500,1.845018450184502,56189,54.8720703125,119.1874771118164,116.30821228027344,119.68531799316406,36.72161865234375,38.59270095825195,41.06314468383789,117.5356216430664,38.22306823730469,590.9396362304688,medium,landscape
Laysan_Albatross_0070_788,laysan_albatross,test,332,500,166000,0.664,61888,60.4375,113.61189270019531,115.93132781982422,108.56171417236328,57.53780746459961,56.92552947998047,57.90497589111328,114.39534759521484,56.55897903442383,194.11004638671875,medium,portrait
Laysan_Albatross_0050_870,laysan_albatross,train,500,333,166500,1.5015015015015014,21956,21.44140625,178.99728393554688,182.40542602539062,184.20343017578125,55.199440002441406,56.41781234741211,58.39726257324219,181.14443969726562,56.216156005859375,656.0761108398438,medium,landscape
Laysan_Albatross_0071_792,laysan_albatross,train,500,333,166500,1.5015015015015014,96654,94.388671875,144.08335876464844,160.8219757080078,174.0733184814453,32.607994079589844,33.27840042114258,34.72332000732422,157.3412322998047,33.12782287597656,1116.1063232421875,medium,landscape
Laysan_Albatross_0053_543,laysan_albatross,test,500,333,166500,1.5015015015015014,37152,36.28125,98.67900085449219,127.06517791748047,173.56980895996094,17.583011627197266,20.103302001953125,27.765417098999023,123.91876220703125,19.752946853637695,180.4973602294922,medium,landscape
Laysan_Albatross_0081_800,laysan_albatross,train,500,372,186000,1.3440860215053763,88886,86.802734375,159.62240600585938,193.8772430419922,235.38868713378906,48.105472564697266,49.03989028930664,55.05398941040039,188.3597412109375,48.053436279296875,355.025634765625,medium,landscape
Laysan_Albatross_0001_545,laysan_albatross,test,339,500,169500,0.678,48683,47.5419921875,112.75818634033203,137.5907745361328,170.2205047607422,38.27241897583008,26.53416633605957,17.62972640991211,133.8711395263672,28.302091598510742,66.54594421386719,medium,portrait
Laysan_Albatross_0023_1059,laysan_albatross,test,500,375,187500,1.3333333333333333,87508,85.45703125,111.4654312133789,108.88168334960938,107.75667572021484,56.04115676879883,52.94447326660156,48.968406677246094,109.53301239013672,52.88298797607422,160.3174591064453,medium,landscape
Laysan_Albatross_0065_809,laysan_albatross,train,500,375,187500,1.3333333333333333,174834,170.736328125,118.28612518310547,116.16448974609375,103.70574951171875,61.76393127441406,61.96209716796875,61.879547119140625,115.3824234008789,60.31767654418945,2665.376953125,medium,landscape
Laysan_Albatross_0061_563,laysan_albatross,train,500,333,166500,1.5015015015015014,81659,79.7451171875,96.93074035644531,108.31076049804688,121.14433288574219,36.77894592285156,37.60210037231445,41.47106170654297,106.37124633789062,37.537113189697266,365.74468994140625,medium,landscape
Laysan_Albatross_0085_564,laysan_albatross,train,500,367,183500,1.3623978201634876,71842,70.158203125,42.672969818115234,84.13232421875,118.87122344970703,22.365615844726562,24.821701049804688,35.93693923950195,75.6982421875,22.65472412109375,398.41204833984375,medium,landscape
Laysan_Albatross_0005_565,laysan_albatross,train,500,333,166500,1.5015015015015014,86494,84.466796875,180.17254638671875,180.74322509765625,182.20584106445312,35.71339416503906,37.28403854370117,39.833106994628906,180.7416229248047,36.96552658081055,1280.9603271484375,medium,landscape
Laysan_Albatross_0060_777,laysan_albatross,test,500,314,157000,1.5923566878980893,109341,106.7783203125,95.8753890991211,120.91725158691406,94.6823959350586,46.17115783691406,44.83979034423828,48.761009216308594,110.43221282958984,44.803653717041016,402.0633239746094,medium,landscape
Laysan_Albatross_0055_570,laysan_albatross,train,500,332,166000,1.5060240963855422,138216,134.9765625,160.1751251220703,158.8216552734375,137.272216796875,63.362770080566406,64.75935363769531,63.38966751098633,156.77708435058594,63.015750885009766,1231.27978515625,medium,landscape
